"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"TBX15" 38.2951541958113 -1.8036033073907 0.51571785978984 -3.49726749452829 0.000470050251311261 0.00400901313746671
"HMGCS2" 1161.86656419385 2.06189458883303 0.303778921413095 6.78748406651019 1.14105856307543e-11 5.40957703761916e-10
"ANKRD35" 15.6627253709827 3.64615035313138 1.17639509890957 3.09942667774721 0.00193895563710014 0.0128944883295368
"ANXA9" 677.731856768376 1.11962395872985 0.231436702092226 4.83771134227314 1.31342698754271e-06 2.47730846503427e-05
"SELENBP1" 28745.038110312 1.12652162893743 0.132036565118911 8.53189135844975 1.43974232216221e-17 1.49534289736677e-15
"HRNR" 74.194868115599 -2.88757220625826 1.01794932168771 -2.83665615246031 0.00455886794266312 0.0255215773797244
"EFNA3" 1947.54329699537 1.05816801499288 0.155453224965243 6.80698657251705 9.9664229358434e-12 4.76787632994424e-10
"SLC50A1" 3105.60946236724 1.39506136651998 0.100421952390361 13.8919960557736 7.08334652756101e-44 5.32499007764789e-41
"RHBG" 87.4892636428958 1.1908651405848 0.32520849609523 3.66185125814205 0.000250399236162169 0.00236993569621832
"UHMK1" 9507.02694878997 1.16087174569019 0.128883860806224 9.00711492058382 2.1154835090421e-19 2.56901062748058e-17
"UAP1" 7196.01102696614 -1.52978294532605 0.191045107099947 -8.00744373173467 1.17117301334797e-15 9.6298481050648e-14
"PBX1" 790.658835540547 1.02636196878656 0.215073258803749 4.77215054300683 1.82269180737516e-06 3.32657058532158e-05
"GPA33" 187.491866402239 -1.67810847827474 0.549213561371342 -3.05547531289038 0.0022470410076184 0.0145325835261252
"DUSP27" 175.489376801127 -1.91483051837469 0.560873160260315 -3.41401702567826 0.000640125754496859 0.00519571480012437
"F5" 321.065722848928 -3.7705925493207 0.91647846736129 -4.11421837348446 3.88493534140775e-05 0.000493812191906635
"DENND1B" 4510.61994313712 2.64129481659118 0.364656599617358 7.24323876041937 4.38094665898814e-13 2.55210350204597e-11
"NEK7" 2146.18583897662 1.14250167168224 0.153939201382143 7.42177211148485 1.15563532193495e-13 7.26853180373987e-12
"KIF21B" 24.2208055416663 -1.99922837149465 0.518881168532973 -3.85295996990419 0.000116698474809849 0.00125498557344897
"PKP1" 44.8483059213117 -3.88488969002125 0.7016820910014 -5.53653818423234 3.08508603771156e-08 8.01056797324876e-07
"ETNK2" 138.601086788459 1.12016910303941 0.313241473356038 3.57605616854635 0.000348816736610863 0.0031235223033895
"SLC45A3" 9298.38073881317 -2.45339158370437 0.141131342552387 -17.3837472196772 1.09555194010469e-67 1.92171983093697e-64
"MAPKAPK2" 2439.53346048716 1.05314616926552 0.158863763961322 6.62924094837591 3.37417423759563e-11 1.50050954053302e-09
